id,ever_married,work_type,Residence_type
55599,No,children,Rural
45224,Yes,Private,Rural
54747,No,children,Rural
2751,Yes,Govt_job,Urban
6090,Yes,Private,Urban
46385,Yes,Private,Urban
46323,No,children,Rural
28122,Yes,Self-employed,Rural
50843,No,Private,Rural
64464,Yes,Private,Urban
66922,No,Private,Rural
66494,Yes,Private,Urban
42786,Yes,Self-employed,Rural
33401,Yes,Private,Rural
24174,Yes,Govt_job,Rural
60211,No,children,Urban
53279,No,children,Rural
61715,Yes,Private,Rural
37830,No,Private,Urban
2454,No,children,Rural
60663,Yes,Private,Rural
46875,Yes,Private,Urban
69091,Yes,Private,Rural
1821,Yes,Private,Urban
44978,Yes,Govt_job,Rural
3437,No,Private,Urban
6355,No,children,Rural
10762,Yes,Private,Rural
58567,Yes,Private,Rural
62187,No,children,Urban
84,Yes,Private,Urban
8521,Yes,Private,Rural
72779,No,children,Urban
45824,Yes,Self-employed,Urban
61838,Yes,Govt_job,Urban
57212,No,Private,Urban
62668,Yes,Self-employed,Urban
33142,Yes,Self-employed,Rural
17437,Yes,Self-employed,Rural
38303,Yes,Self-employed,Urban
12396,No,Private,Urban
36484,Yes,Govt_job,Urban
60047,No,Private,Rural
16542,Yes,Govt_job,Urban
18805,Yes,Private,Urban
17869,Yes,Private,Urban
6793,Yes,Private,Rural
49265,Yes,Private,Rural
6606,Yes,Private,Urban
23031,Yes,Self-employed,Rural
69330,Yes,Private,Rural
22902,Yes,Private,Urban
69622,No,children,Urban
4807,No,Private,Urban
9641,Yes,Private,Urban
10313,Yes,Private,Urban
12097,Yes,Private,Urban
58037,No,Private,Rural
45323,Yes,Private,Urban
34281,No,Private,Rural
7990,Yes,Private,Rural
57622,Yes,Govt_job,Rural
39120,No,Self-employed,Urban
68344,Yes,Private,Urban
66752,Yes,Govt_job,Urban
11691,No,Private,Rural
5077,Yes,Private,Urban
13319,No,children,Rural
49279,Yes,Private,Urban
53815,No,Private,Urban
42856,Yes,Private,Urban
51579,No,Self-employed,Rural
10752,Yes,Private,Rural
42133,Yes,Self-employed,Urban
4842,No,Self-employed,Urban
58138,Yes,Private,Rural
58203,No,children,Urban
65053,Yes,Private,Urban
24168,Yes,Private,Urban
5824,Yes,Private,Rural
6965,No,Private,Rural
8332,Yes,Private,Rural
61973,Yes,Private,Rural
42821,No,Private,Rural
18687,Yes,Self-employed,Urban
72642,Yes,Govt_job,Urban
54782,No,Self-employed,Rural
55862,Yes,Private,Rural
24437,Yes,Private,Rural
10367,No,children,Rural
42550,Yes,Self-employed,Rural
14178,Yes,Private,Rural
65429,Yes,Govt_job,Rural
66530,Yes,Private,Urban
43146,No,children,Urban
3509,Yes,Private,Urban
57497,No,Private,Rural
15220,Yes,Private,Urban
4813,No,Private,Urban
31166,Yes,Govt_job,Rural
9051,Yes,Private,Urban
28669,Yes,Private,Urban
59894,Yes,Govt_job,Rural
18684,Yes,Self-employed,Rural
35866,Yes,Private,Rural
51907,Yes,Self-employed,Urban
7250,No,Private,Rural
16147,No,Private,Rural
18306,No,Private,Rural
69143,No,Private,Rural
61769,No,Private,Urban
26134,Yes,Private,Urban
67603,Yes,Self-employed,Urban
66772,No,children,Rural
41861,No,Private,Rural
954,No,Private,Rural
37888,Yes,Private,Rural
34326,Yes,Private,Urban
42329,Yes,Private,Rural
23565,Yes,Private,Urban
27323,Yes,Self-employed,Urban
57854,No,children,Urban
18414,No,Private,Rural
72836,Yes,Private,Urban
17708,Yes,Govt_job,Rural
66321,Yes,Govt_job,Urban
53817,Yes,Self-employed,Rural
66678,No,Private,Urban
56734,Yes,Govt_job,Urban
32240,No,Private,Urban
28127,Yes,Private,Rural
20347,No,Private,Rural
40824,Yes,Private,Rural
38678,Yes,Self-employed,Rural
29380,Yes,Private,Rural
809,No,children,Urban
65453,Yes,Govt_job,Urban
9415,Yes,Self-employed,Urban
30989,Yes,Self-employed,Rural
65258,Yes,Private,Urban
67052,Yes,Private,Urban
62756,Yes,Self-employed,Urban
69224,No,Private,Rural
13323,No,children,Urban
59940,No,children,Urban
49042,No,Private,Rural
66362,Yes,Private,Urban
46093,Yes,Private,Rural
10370,Yes,Govt_job,Urban
156,Yes,Private,Rural
11105,Yes,Private,Urban
22363,Yes,Private,Rural
46072,No,children,Rural
65667,Yes,Private,Rural
47848,No,children,Rural
71440,Yes,Private,Urban
35231,Yes,Govt_job,Urban
59734,No,children,Urban
1893,Yes,Private,Urban
32733,Yes,Private,Rural
34728,Yes,Private,Rural
30352,Yes,Private,Rural
61338,Yes,Private,Rural
59275,No,children,Rural
45497,No,Private,Rural
19996,No,children,Urban
50371,Yes,Private,Urban
32687,Yes,Private,Rural
35295,Yes,Private,Urban
15746,Yes,Govt_job,Urban
31517,Yes,Private,Rural
43268,No,Private,Urban
54540,Yes,Private,Rural
20973,Yes,Govt_job,Rural
56245,No,Private,Urban
9225,No,children,Rural
45955,Yes,Private,Urban
3532,Yes,Private,Urban
41291,Yes,Private,Rural
53943,No,children,Rural
52550,Yes,Govt_job,Urban
47414,Yes,Private,Urban
38804,Yes,Private,Rural
72861,Yes,Private,Urban
53276,Yes,Private,Urban
30944,Yes,Private,Rural
33622,Yes,Private,Urban
26191,No,Private,Urban
69312,Yes,Self-employed,Urban
39661,Yes,Private,Rural
20162,Yes,Private,Rural
48989,No,Govt_job,Rural
30411,No,Private,Rural
47735,Yes,Private,Rural
51162,No,children,Rural
8598,Yes,Govt_job,Urban
57347,No,Govt_job,Rural
4683,No,Private,Urban
55775,Yes,Private,Rural
32645,Yes,Private,Rural
46643,Yes,Private,Rural
782,No,Private,Urban
63565,No,children,Rural
13602,Yes,Self-employed,Rural
28326,Yes,Private,Urban
26389,No,children,Urban
16906,Yes,Govt_job,Urban
35140,Yes,Govt_job,Urban
16837,Yes,Private,Rural
2750,Yes,Self-employed,Rural
47585,No,Self-employed,Urban
37404,Yes,Private,Urban
39518,No,Private,Rural
70678,No,Private,Rural
542,No,children,Urban
38649,No,Private,Rural
53266,Yes,Private,Urban
26031,No,Private,Rural
1191,Yes,Private,Urban
36820,Yes,Private,Rural
62783,Yes,Private,Urban
10133,Yes,Private,Urban
19778,No,Self-employed,Rural
38255,No,Private,Urban
41565,No,Private,Urban
39423,Yes,Private,Rural
68908,No,children,Urban
22440,Yes,Private,Urban
28418,Yes,Private,Rural
22566,Yes,Private,Rural
7055,Yes,Private,Urban
69177,Yes,Private,Rural
33162,No,Private,Rural
44764,Yes,Self-employed,Rural
32157,Yes,Private,Rural
61983,Yes,Private,Urban
72268,Yes,Self-employed,Urban
39467,No,Private,Rural
20282,No,children,Rural
51159,No,Govt_job,Urban
7167,No,Private,Rural
59147,No,Private,Urban
18192,No,children,Rural
14049,No,children,Rural
35927,Yes,Private,Urban
28150,Yes,Private,Urban
8727,Yes,Self-employed,Urban
7516,Yes,Self-employed,Urban
6419,No,Private,Rural
20425,Yes,Self-employed,Rural
59878,Yes,Self-employed,Urban
69355,No,children,Rural
5858,No,Private,Rural
39823,Yes,Govt_job,Rural
37053,Yes,Govt_job,Rural
2082,Yes,Private,Rural
48073,Yes,Govt_job,Rural
16449,Yes,Govt_job,Rural
5447,No,Private,Rural
27145,No,Private,Rural
30328,Yes,Govt_job,Rural
739,Yes,Self-employed,Rural
44224,No,Private,Rural
533,No,children,Rural
45554,No,children,Urban
32884,Yes,Private,Urban
55744,No,children,Urban
28414,Yes,Private,Urban
25767,No,Private,Urban
71319,No,Private,Rural
70031,Yes,Private,Rural
23604,No,children,Rural
46576,No,children,Rural
31293,No,children,Urban
70610,Yes,Private,Rural
6044,No,Govt_job,Rural
62284,Yes,Self-employed,Rural
5821,Yes,Private,Rural
22295,No,Private,Urban
27583,Yes,Private,Rural
9696,Yes,Private,Urban
1164,No,Private,Rural
48781,Yes,Private,Rural
50947,Yes,Private,Urban
47844,Yes,Private,Urban
45209,No,Private,Rural
49412,Yes,Govt_job,Urban
43088,No,Private,Urban
16355,No,Private,Urban
43172,Yes,Private,Urban
43155,No,children,Rural
11882,No,Private,Urban
45669,No,Private,Urban
65339,Yes,Private,Urban
60399,Yes,Self-employed,Rural
59604,Yes,Private,Rural
22488,Yes,Govt_job,Urban
33187,No,children,Urban
44192,No,children,Urban
16114,No,Private,Urban
35293,Yes,Self-employed,Rural
728,No,children,Urban
45788,Yes,Private,Rural
52150,Yes,Private,Urban
26172,Yes,Private,Rural
67814,Yes,Govt_job,Rural
12618,Yes,Self-employed,Urban
28952,No,children,Rural
39123,Yes,Private,Rural
53967,Yes,Self-employed,Rural
34772,Yes,Private,Rural
43124,Yes,Govt_job,Urban
51916,No,children,Rural
68003,Yes,Private,Rural
59157,Yes,Private,Urban
54383,Yes,Private,Rural
6928,Yes,Private,Rural
321,No,Self-employed,Rural
21857,No,children,Urban
33526,Yes,Self-employed,Rural
37327,Yes,Private,Urban
55976,No,children,Rural
56090,Yes,Self-employed,Rural
38350,Yes,Self-employed,Urban
6040,No,Private,Rural
17639,Yes,Govt_job,Rural
1678,Yes,Private,Rural
27572,No,Private,Rural
57668,Yes,Govt_job,Urban
22001,Yes,Govt_job,Rural
54184,No,Private,Urban
27966,Yes,Private,Urban
4702,No,children,Rural
38123,Yes,Private,Rural
47345,Yes,Private,Rural
17222,Yes,Self-employed,Rural
45048,No,Private,Urban
30084,No,children,Rural
7195,No,Private,Urban
16260,Yes,Self-employed,Rural
52457,Yes,Private,Rural
50650,No,Private,Rural
35913,Yes,Private,Urban
52306,Yes,Self-employed,Urban
132,Yes,Govt_job,Urban
8951,Yes,Self-employed,Urban
64752,No,Private,Urban
51285,Yes,Private,Urban
14349,Yes,Private,Urban
40571,No,Private,Urban
40624,Yes,Private,Rural
13072,Yes,Self-employed,Urban
66310,Yes,Self-employed,Rural
58101,Yes,Private,Rural
22969,Yes,Private,Rural
28904,Yes,Self-employed,Rural
6563,No,Private,Rural
55315,Yes,Private,Rural
47537,No,Private,Rural
45945,Yes,Private,Urban
65849,Yes,Private,Rural
31125,Yes,Private,Rural
5103,Yes,Private,Rural
54526,Yes,Self-employed,Rural
67309,Yes,Private,Rural
2275,Yes,Private,Urban
29869,Yes,Private,Urban
15757,Yes,Private,Urban
38523,No,Self-employed,Rural
65388,No,Private,Urban
60816,Yes,Private,Urban
67350,Yes,Govt_job,Rural
40124,Yes,Self-employed,Rural
20370,Yes,Self-employed,Rural
35188,No,Private,Urban
28716,Yes,Self-employed,Rural
56166,Yes,Govt_job,Rural
47159,Yes,Private,Urban
26242,No,children,Urban
36226,No,children,Urban
47357,Yes,Private,Rural
33167,Yes,Private,Urban
21042,Yes,Self-employed,Rural
71062,Yes,Private,Rural
32723,No,children,Rural
49646,Yes,Self-employed,Rural
35737,No,children,Urban
24256,Yes,Private,Rural
62340,Yes,Private,Urban
39927,Yes,Private,Rural
30677,No,children,Urban
50453,No,children,Urban
17398,Yes,Private,Rural
20938,Yes,Private,Rural
21850,Yes,Govt_job,Urban
14241,No,Private,Urban
43905,No,Govt_job,Rural
40144,No,Self-employed,Rural
7806,Yes,Private,Urban
63984,Yes,Private,Rural
13504,No,children,Urban
62272,Yes,Private,Urban
5878,Yes,Private,Urban
62767,Yes,Private,Urban
239,Yes,Private,Rural
3184,Yes,Private,Urban
51959,No,children,Rural
2092,Yes,Private,Rural
69239,Yes,Self-employed,Rural
68235,No,children,Rural
3956,No,children,Urban
42703,Yes,Self-employed,Urban
34436,No,children,Rural
39258,Yes,Self-employed,Urban
40513,No,Private,Urban
48648,Yes,Private,Urban
48836,No,children,Urban
71444,Yes,Private,Rural
33983,Yes,Govt_job,Rural
35372,Yes,Govt_job,Rural
31849,Yes,Private,Rural
2772,Yes,Private,Urban
11148,Yes,Private,Rural
62387,Yes,Private,Urban
50775,No,Private,Urban
3807,No,children,Urban
51339,No,children,Rural
69259,Yes,Private,Rural
32826,No,children,Urban
12414,Yes,Private,Rural
21381,Yes,Private,Urban
29375,Yes,Private,Urban
62452,Yes,Private,Rural
68650,Yes,Private,Rural
47622,Yes,Self-employed,Urban
57124,Yes,Private,Urban
19382,Yes,Private,Rural
44179,Yes,Private,Urban
50098,Yes,Private,Rural
24674,Yes,Private,Urban
72361,Yes,Private,Urban
14563,No,children,Urban
40237,No,children,Urban
36523,Yes,Private,Urban
65970,No,children,Rural
1577,No,Private,Urban
51109,No,children,Rural
5984,Yes,Private,Rural
46373,Yes,Private,Rural
13062,No,Private,Rural
47770,No,children,Urban
32459,Yes,Govt_job,Rural
12687,No,children,Urban
7725,Yes,Private,Urban
67217,Yes,Private,Urban
49976,Yes,Private,Urban
71318,Yes,Govt_job,Rural
42201,Yes,Private,Urban
11232,Yes,Private,Rural
14709,Yes,Private,Urban
57137,Yes,Private,Urban
36858,Yes,Private,Rural
50373,No,children,Rural
51124,Yes,Self-employed,Urban
13191,No,Private,Rural
47330,No,children,Rural
42191,Yes,Govt_job,Urban
35332,Yes,Private,Rural
49341,Yes,Private,Rural
64750,No,Private,Rural
70259,No,children,Rural
36960,Yes,Private,Rural
12992,Yes,Private,Rural
4692,Yes,Govt_job,Urban
62460,Yes,Private,Rural
72132,No,children,Urban
41402,Yes,Self-employed,Urban
40253,No,Private,Rural
63577,Yes,Self-employed,Rural
11726,Yes,Govt_job,Rural
13736,Yes,Private,Urban
43913,No,Private,Rural
41870,No,Never_worked,Rural
37907,No,Private,Urban
15987,No,children,Urban
57166,No,Private,Rural
44950,Yes,Private,Rural
47627,No,children,Urban
42460,Yes,Self-employed,Rural
8723,No,Private,Rural
52559,No,Private,Urban
937,No,children,Urban
41271,Yes,Govt_job,Urban
66893,Yes,Govt_job,Urban
21491,Yes,Private,Urban
51806,Yes,Private,Rural
59412,Yes,Private,Urban
742,No,Govt_job,Rural
42902,Yes,Private,Rural
43059,Yes,Self-employed,Rural
61512,Yes,Self-employed,Urban
10943,Yes,Govt_job,Rural
11447,Yes,Govt_job,Urban
29233,No,children,Rural
17762,No,children,Rural
46284,Yes,Self-employed,Urban
1405,No,children,Urban
38493,Yes,Private,Urban
57953,No,children,Urban
30746,Yes,Private,Rural
16949,Yes,Govt_job,Rural
45297,Yes,Private,Rural
40251,No,Private,Rural
27013,No,children,Urban
7586,No,Self-employed,Rural
26452,Yes,Private,Rural
16378,Yes,Govt_job,Urban
5137,Yes,Self-employed,Rural
4559,No,Private,Rural
45357,No,children,Rural
45257,Yes,Private,Rural
34386,Yes,Private,Rural
15219,No,Private,Rural
39202,Yes,Private,Urban
9076,Yes,Self-employed,Urban
72824,Yes,Private,Rural
64132,Yes,Self-employed,Rural
52987,Yes,Govt_job,Rural
17827,Yes,Private,Rural
29378,Yes,Private,Urban
29327,No,Self-employed,Urban
48609,Yes,Private,Rural
4833,No,children,Rural
8085,No,Private,Rural
41820,Yes,Govt_job,Rural
72474,Yes,Govt_job,Rural
32094,Yes,Self-employed,Urban
66818,Yes,Govt_job,Urban
49057,No,Private,Rural
18070,No,Private,Rural
17860,Yes,Private,Rural
17078,Yes,Private,Urban
23836,Yes,Private,Urban
5296,No,Private,Urban
48184,Yes,Private,Rural
9511,No,Private,Urban
19389,Yes,Govt_job,Urban
25559,Yes,Govt_job,Rural
11770,Yes,Govt_job,Urban
34496,Yes,Private,Urban
8096,Yes,Private,Urban
49709,Yes,Self-employed,Rural
19735,Yes,Private,Rural
31415,Yes,Private,Urban
71322,Yes,Private,Rural
72337,Yes,Private,Urban
25454,No,children,Rural
15310,Yes,Private,Urban
10245,Yes,Self-employed,Rural
29224,Yes,Private,Urban
7550,Yes,Private,Rural
57917,Yes,Private,Urban
24219,Yes,Private,Urban
49023,Yes,Self-employed,Rural
51020,Yes,Private,Rural
52089,No,Private,Urban
29095,Yes,Self-employed,Rural
41424,Yes,Self-employed,Rural
7297,No,children,Rural
68994,Yes,Private,Urban
25935,No,Self-employed,Urban
29910,Yes,Private,Urban
24567,Yes,Self-employed,Urban
54858,Yes,Govt_job,Rural
36679,No,Private,Urban
59339,No,children,Urban
18754,No,Self-employed,Rural
34312,Yes,Self-employed,Urban
57798,No,children,Rural
37759,Yes,Private,Rural
11605,No,Private,Rural
47558,Yes,Private,Urban
54264,Yes,Private,Urban
47893,Yes,Private,Rural
3178,Yes,Private,Rural
61924,No,children,Rural
18141,Yes,Self-employed,Rural
58015,No,Private,Rural
354,Yes,Private,Urban
5777,Yes,Private,Urban
43271,No,Govt_job,Urban
46210,Yes,Self-employed,Rural
39714,No,children,Urban
21785,No,Private,Urban
36620,Yes,Private,Rural
49495,No,Private,Rural
21720,Yes,Private,Rural
6304,Yes,Self-employed,Urban
18887,Yes,Private,Rural
30214,No,Private,Rural
66419,Yes,Private,Rural
57468,Yes,Private,Rural
24218,No,Private,Rural
69792,Yes,Govt_job,Urban
6372,Yes,Private,Urban
34664,Yes,Private,Urban
40931,Yes,Govt_job,Urban
28559,No,children,Urban
15166,Yes,Private,Urban
49815,No,Govt_job,Rural
1625,No,children,Urban
56309,Yes,Private,Rural
30116,Yes,Private,Rural
52034,Yes,Private,Urban
35584,Yes,Private,Rural
2898,Yes,Private,Urban
16593,No,Private,Rural
17175,No,children,Urban
63663,Yes,Private,Urban
10603,Yes,Private,Rural
40544,No,children,Urban
49152,No,Private,Rural
1231,Yes,Govt_job,Rural
43672,Yes,Private,Urban
25107,Yes,Private,Urban
39286,Yes,Self-employed,Rural
32766,No,Private,Rural
15988,Yes,Private,Urban
9011,Yes,Private,Urban
38043,No,children,Rural
71721,No,Private,Rural
14832,Yes,Private,Urban
38094,No,Self-employed,Urban
49789,No,Govt_job,Urban
47350,No,children,Urban
33525,Yes,Govt_job,Urban
12318,Yes,Self-employed,Urban
54553,Yes,Private,Urban
45976,Yes,Private,Urban
43675,No,children,Urban
12915,Yes,Govt_job,Rural
4542,Yes,Govt_job,Urban
65801,No,Private,Urban
59953,No,Private,Rural
60973,Yes,Private,Urban
68739,Yes,Private,Urban
35829,Yes,Private,Urban
53909,Yes,Private,Urban
5799,Yes,Private,Rural
43772,No,Private,Urban
3154,Yes,Self-employed,Rural
45754,No,Private,Urban
57485,No,children,Rural
6128,No,children,Rural
22623,Yes,Private,Urban
37082,Yes,Govt_job,Urban
64541,Yes,Private,Urban
47037,Yes,Private,Urban
48614,Yes,Govt_job,Urban
15969,Yes,Self-employed,Rural
17752,Yes,Private,Urban
50889,No,Govt_job,Rural
56459,Yes,Private,Rural
34163,Yes,Private,Rural
4538,No,Private,Urban
14222,No,Private,Urban
31461,Yes,Self-employed,Urban
34001,No,children,Urban
48964,No,Private,Rural
40393,No,Private,Urban
16488,Yes,Private,Urban
47947,Yes,Self-employed,Rural
51149,Yes,Private,Urban
17079,Yes,Private,Rural
44781,Yes,Private,Urban
29385,Yes,Private,Rural
53610,Yes,Private,Urban
48210,Yes,Private,Rural
48072,Yes,Private,Urban
32776,Yes,Private,Urban
8960,No,Self-employed,Rural
63491,Yes,Private,Urban
51883,Yes,Govt_job,Rural
20460,Yes,Private,Urban
47181,Yes,Private,Urban
35432,Yes,Private,Rural
44010,No,children,Urban
50841,Yes,Private,Rural
71044,No,children,Rural
1842,Yes,Private,Urban
34720,Yes,Private,Rural
9489,Yes,Private,Urban
28725,No,Private,Rural
30290,Yes,Private,Urban
13723,Yes,Private,Urban
26328,Yes,Private,Urban
60104,Yes,Private,Urban
48722,Yes,Private,Urban
14481,Yes,Self-employed,Urban
67963,No,Private,Rural
70752,Yes,Private,Urban
52419,Yes,Private,Urban
14711,Yes,Self-employed,Urban
26366,No,Private,Rural
12436,No,children,Urban
36722,Yes,Private,Urban
37698,No,children,Urban
55235,Yes,Self-employed,Urban
20468,Yes,Private,Urban
14677,Yes,Self-employed,Rural
44171,Yes,Private,Rural
70344,Yes,Private,Urban
8470,Yes,Private,Urban
42743,No,Private,Urban
13949,Yes,Govt_job,Urban
61096,Yes,Private,Rural
19239,Yes,Govt_job,Urban
70447,Yes,Private,Rural
6879,No,Govt_job,Urban
37451,Yes,Govt_job,Rural
5686,Yes,Private,Urban
4789,No,children,Rural
897,No,children,Rural
69553,Yes,Private,Rural
58438,No,Private,Rural
29104,No,Private,Urban
26862,Yes,Govt_job,Rural
38036,No,Private,Urban
36666,No,children,Urban
16316,Yes,Private,Rural
61365,Yes,Private,Rural
12512,Yes,Private,Rural
31835,No,Private,Urban
4099,No,Private,Urban
26893,No,children,Urban
35143,Yes,Private,Urban
1486,Yes,Private,Rural
5043,Yes,Private,Urban
2513,Yes,Govt_job,Urban
5451,Yes,Private,Rural
3640,No,Self-employed,Rural
17835,No,Self-employed,Rural
26826,Yes,Self-employed,Urban
45713,Yes,Govt_job,Urban
37660,No,children,Rural
24782,Yes,Private,Rural
63416,No,Private,Urban
16953,Yes,Govt_job,Rural
42082,No,children,Rural
51660,Yes,Self-employed,Rural
27135,Yes,Private,Rural
54058,No,Private,Urban
24272,Yes,Govt_job,Rural
16028,Yes,Private,Rural
49645,No,Private,Rural
54347,Yes,Self-employed,Rural
4861,Yes,Private,Urban
54353,Yes,Private,Urban
71016,Yes,Private,Rural
33768,No,Self-employed,Urban
62681,Yes,Private,Urban
41007,Yes,Private,Urban
35450,Yes,Private,Rural
62793,Yes,Private,Urban
66592,No,Private,Rural
33462,Yes,Private,Urban
29804,Yes,Private,Rural
33906,Yes,Govt_job,Urban
43510,Yes,Govt_job,Urban
21202,Yes,Private,Urban
7222,Yes,Self-employed,Urban
13561,Yes,Private,Urban
29179,Yes,Private,Rural
5511,Yes,Self-employed,Urban
20825,Yes,Govt_job,Rural
67144,Yes,Self-employed,Urban
15515,Yes,Self-employed,Rural
3753,Yes,Private,Urban
27279,No,children,Urban
48759,Yes,Private,Rural
69524,Yes,Self-employed,Urban
28443,Yes,Self-employed,Urban
38578,No,Private,Urban
66502,No,Private,Rural
50978,Yes,Govt_job,Urban
9034,No,children,Urban
16582,Yes,Private,Rural
28500,No,children,Urban
70241,No,Private,Urban
32452,Yes,Self-employed,Rural
45573,Yes,Private,Rural
64412,Yes,Private,Urban
66647,Yes,Private,Rural
39450,No,Private,Rural
57109,No,children,Rural
3591,Yes,Private,Rural
25138,Yes,Private,Rural
17277,No,children,Urban
35333,Yes,Private,Rural
18861,No,Private,Rural
15120,Yes,Self-employed,Rural
29221,Yes,Private,Urban
11412,Yes,Private,Rural
38858,No,children,Rural
6802,Yes,Private,Urban
8644,Yes,Private,Rural
54579,Yes,Self-employed,Urban
41935,No,Private,Rural
17926,Yes,Govt_job,Rural
13862,No,Never_worked,Urban
64523,Yes,Private,Urban
66065,No,children,Rural
71869,No,Private,Rural
11024,Yes,Private,Rural
46035,No,children,Urban
24630,Yes,Private,Rural
11238,Yes,Private,Rural
54946,No,Private,Urban
24229,Yes,Self-employed,Urban
29934,Yes,Private,Urban
28998,No,Private,Rural
19805,No,Private,Urban
63668,No,Private,Rural
24876,Yes,Private,Urban
34719,No,Private,Urban
48769,Yes,Private,Rural
22536,No,children,Urban
8760,No,Private,Urban
53126,No,children,Urban
18179,No,Private,Rural
38242,Yes,Self-employed,Rural
68708,No,Private,Urban
12366,No,Private,Urban
42465,Yes,Private,Rural
24638,Yes,Govt_job,Urban
58587,Yes,Private,Urban
9170,Yes,Self-employed,Urban
36545,Yes,Private,Rural
19467,Yes,Private,Urban
16868,Yes,Private,Rural
47608,No,Private,Urban
38440,No,Private,Rural
23543,No,Private,Rural
65396,Yes,Private,Rural
34621,No,children,Urban
23561,Yes,Private,Rural
16091,No,Private,Rural
63597,Yes,Private,Urban
57533,Yes,Private,Urban
59370,Yes,Private,Urban
57285,No,Private,Rural
17515,No,children,Rural
23988,Yes,Private,Rural
34958,No,children,Urban
30620,No,Private,Urban
31811,Yes,Private,Urban
1818,No,Govt_job,Urban
5478,Yes,Self-employed,Urban
26830,Yes,Self-employed,Rural
25883,Yes,Self-employed,Urban
43657,Yes,Govt_job,Rural
71917,No,children,Rural
61299,Yes,Private,Rural
24603,Yes,Private,Urban
70654,No,Private,Rural
49485,No,Private,Rural
61641,No,children,Rural
12600,Yes,Self-employed,Rural
11566,Yes,Private,Rural
72108,No,children,Rural
35117,Yes,Self-employed,Rural
22967,No,Private,Rural
28913,Yes,Private,Rural
70857,Yes,Govt_job,Urban
42229,Yes,Self-employed,Rural
23459,Yes,Private,Rural
2209,Yes,Govt_job,Urban
38673,Yes,Private,Rural
42184,Yes,Self-employed,Rural
59250,Yes,Govt_job,Urban
29525,Yes,Private,Urban
42713,Yes,Private,Urban
16066,Yes,Private,Urban
33692,No,children,Rural
29232,Yes,Private,Urban
70122,Yes,Private,Rural
25305,No,children,Rural
66110,Yes,Private,Rural
69461,Yes,Govt_job,Urban
7885,No,Private,Rural
60050,Yes,Self-employed,Urban
21608,Yes,Govt_job,Urban
32150,Yes,Self-employed,Rural
48069,Yes,Private,Rural
24066,Yes,Private,Urban
39242,Yes,Private,Urban
57618,Yes,Self-employed,Rural
14599,No,children,Rural
27479,Yes,Self-employed,Rural
10238,Yes,Private,Urban
49014,Yes,Govt_job,Urban
67063,Yes,Self-employed,Urban
38488,Yes,Private,Urban
33298,Yes,Private,Urban
48739,Yes,Self-employed,Urban
52428,No,Private,Urban
61171,No,Private,Rural
40878,Yes,Self-employed,Rural
61247,No,Private,Rural
27799,Yes,Private,Rural
2824,Yes,Govt_job,Urban
12376,Yes,Govt_job,Urban
72435,Yes,Private,Urban
46864,Yes,Govt_job,Urban
2019,No,Private,Rural
26154,Yes,Private,Rural
47972,No,Govt_job,Rural
47751,No,Private,Urban
25405,Yes,Govt_job,Urban
34525,No,Private,Rural
13755,No,children,Rural
56019,No,Private,Urban
67942,No,Private,Rural
43806,Yes,Private,Urban
39849,No,Private,Urban
7344,Yes,Govt_job,Rural
1741,Yes,Private,Urban
52220,No,Private,Rural
20129,Yes,Private,Rural
61178,Yes,Private,Urban
48226,No,children,Rural
1151,Yes,Self-employed,Urban
6672,Yes,Private,Urban
10333,Yes,Private,Urban
11134,Yes,Private,Rural
25199,Yes,Private,Rural
66490,Yes,Govt_job,Urban
10390,No,children,Urban
33144,No,Govt_job,Urban
72497,No,children,Rural
16783,Yes,Self-employed,Urban
727,Yes,Private,Rural
51935,No,Never_worked,Urban
44177,Yes,Self-employed,Rural
2421,Yes,Private,Urban
48693,Yes,Private,Rural
5723,Yes,Private,Urban
29470,No,children,Rural
71590,No,children,Rural
16600,No,children,Rural
28309,Yes,Private,Urban
41911,Yes,Private,Rural
3390,Yes,Private,Rural
31806,Yes,Private,Urban
68750,Yes,Private,Rural
32840,Yes,Private,Urban
49797,No,Private,Rural
72096,Yes,Private,Rural
13503,Yes,Self-employed,Urban
41536,Yes,Govt_job,Rural
17441,No,Self-employed,Rural
62238,No,Private,Urban
737,No,children,Urban
4627,No,Private,Urban
47208,Yes,Self-employed,Rural
6844,Yes,Private,Urban
60001,Yes,Private,Rural
44503,No,Private,Rural
44938,No,children,Urban
40371,Yes,Private,Urban
39011,No,children,Urban
1460,Yes,Private,Urban
48364,Yes,Govt_job,Urban
30285,Yes,Self-employed,Rural
21472,Yes,Self-employed,Rural
71182,Yes,Govt_job,Urban
33412,No,Private,Rural
16061,No,children,Urban
60266,No,children,Rural
70965,No,children,Urban
56736,No,Private,Rural
6537,Yes,Self-employed,Urban
41827,Yes,Private,Rural
49480,No,Private,Urban
36704,Yes,Self-employed,Rural
8884,No,children,Rural
49775,Yes,Private,Rural
25777,Yes,Private,Rural
2070,Yes,Private,Urban
15752,Yes,Private,Urban
45915,No,Private,Rural
48775,Yes,Self-employed,Rural
65697,Yes,Private,Urban
65229,No,Private,Rural
56889,Yes,Private,Urban
6596,No,children,Rural
46577,No,Private,Urban
63455,Yes,Private,Urban
21724,Yes,Self-employed,Urban
29863,No,Private,Urban
69249,No,children,Urban
8968,Yes,Private,Urban
20310,No,Govt_job,Urban
11450,Yes,Self-employed,Urban
31999,Yes,Private,Rural
